,corp_code,corp_name,stock_code
2680,00198192,한국팩키지,37230
1082,00765897,한국피아이엠,448900
1394,00309503,한국항공우주,47810
226,00823429,한국화장품,123690
384,00160621,한국화장품제조,3350
889,00204262,한글과컴퓨터,30520
583,00244783,한네트,52600
500,00160861,한농화성,11500
2556,00161046,한독,2390
623,01069736,한독크린텍,256150
772,00528515,한라IMS,92460
782,00413523,한미글로벌,53690
2171,00161383,한미반도체,42700
2068,00161426,한미사이언스,8930
2576,00828497,한미약품,128940
1260,00607496,한빛레이저,452190
1380,00348292,한빛소프트,47080
1563,00161693,한샘,9240
1324,00958451,한선엔지니어링,452280
639,00188089,한섬,20000
1716,00161860,한성기업,3680
2230,00389998,한성크린텍,66980
708,00728638,한세실업,105630
2224,00357360,한세엠케이,69640
848,00161976,한세예스24홀딩스,16450
84,00140946,한솔로지스틱스,9180
1926,00625942,한솔아이원스,114810
2644,00470829,한솔인티큐브,70590
2282,01060744,한솔제지,213500
942,00140955,한솔케미칼,14680
1504,00157399,한솔테크닉스,4710
2118,00103626,한솔피엔에스,10420
1976,00171636,한솔홀딩스,4150
352,00203582,한솔홈데코,25750
1615,01101722,한송네오텍,226440
2286,00349060,한스바이오메드,42520
2688,00162063,한신공영,4960
812,00162072,한신기계공업,11700
1253,01602638,한싹,430690
97,00488989,한양디지텍,78350
2192,00216762,한양이엔지,45100
943,00162416,한양증권,1750
1049,00161125,한온시스템,18880
2557,00162586,한올바이오파마,9420
2375,01359815,한울반도체,320000
1891,00560122,한울소재과학,91440
1474,00129509,한익스프레스,14130
876,00162832,한일단조,24740
2460,00162911,한일사료,5860
404,01319808,한일시멘트,300720
984,00163196,한일철강,2220
53,00164672,한일현대시멘트,6390
258,00162993,한일홀딩스,3300
94,00267979,한일화학,7770
247,00159218,한전KPS,51600
539,00159209,한전기술,52690
1058,00194947,한전산업,130660
1238,00156600,한주라이트메탈,198940
2355,00146427,한주에이알티,58450
2454,00474588,한중엔시에스,107640
1351,00163512,한진,2320
1730,00163673,한진중공업홀딩스,3480
2022,00983040,한진칼,180640
1120,00163716,한창,5110
969,00202839,한창산업,79170
2281,00163761,한창제지,9460
2671,00534598,한컴라이프케어,372910
1224,00363592,한컴위드,54920
2458,00140566,한탑,2680
2037,00160588,한화,880
2608,01722437,한화갤러리아,452260
1450,01669226,한화리츠,451800
183,00113058,한화생명,88350
1284,00135917,한화손해보험,370
1530,00162461,한화솔루션,9830
377,00339391,한화시스템,272210
920,00126566,한화에어로스페이스,12450
1431,00361008,한화엔진,82740
1101,00111704,한화오션,42660
1867,00148610,한화투자증권,3530
336,01663055,한화플러스제3호스팩,430460
1361,01725160,한화플러스제4호스팩,455310
440,01032413,해성디에스,195870
1844,00219361,해성산업,34810
2212,00453442,해성에어로보틱스,59270
1327,00483735,해성옵틱스,76610
2490,00428321,해태제과식품,101530
515,00793155,핸디소프트,220180
706,00119140,핸즈코퍼레이션,143210
496,01160512,헝셩그룹,900270
928,01013311,헥토이노베이션,214180
880,00763701,헥토파이낸셜,234340
1518,00359395,헬릭스미스,84990
715,00164478,현대건설,720
1757,00164502,현대공업,170030
1760,01721809,현대그린푸드,453340
1708,00360595,현대글로비스,86280
589,00302926,현대로템,64350
635,00300548,현대리바트,79430
1477,00164788,현대모비스,12330
2262,01358463,현대무벡스,319400
671,00313649,현대바이오,48410
822,00347062,현대바이오랜드,52260
1723,00428251,현대백화점,69960
326,00125743,현대비앤지스틸,4560
2462,00164618,현대사료,16790
2558,00164706,현대약품,4310
304,00228536,현대에버다임,41440
426,00255044,현대에이치티,39010
924,00164724,현대엘리베이터,17800
2091,00362441,현대오토에버,307950
491,00106623,현대위아,11210
214,00656951,현대이지웰,90850
640,00164742,현대자동차,5380
1258,00145880,현대제철,4020
1567,00105280,현대지에프홀딩스,5440
2646,00137997,현대차증권,1500
618,00164812,현대코퍼레이션,11760
824,01108099,현대코퍼레이션홀딩스,227840
1711,00403632,현대퓨처넷,126560
722,00164973,현대해상,1450
1378,00412597,현대홈쇼핑,57050
1852,00667373,현대힘스,460930
952,00367455,현우산업,92300
1401,00808068,협진,138360
1600,00142713,형지I&C,11080
139,00441243,형지엘리트,93240
244,00165343,혜인,3010
745,00226316,호전실업,111110
510,00165680,호텔신라,8770
6,00288495,홈센타홀딩스,60560
2406,00385336,홈캐스트,64240
1166,00217743,화성밸브,39610
164,01532603,화승알앤에이,378850
1016,01128613,화승엔터프라이즈,241590
1017,00166227,화승인더스트리,6060
96,00166272,화승코퍼레이션,13520
855,00166315,화신,10690
2012,00825223,화신정공,126640
2705,00661847,화인베스틸,133820
340,00527002,화인써키트,127980
1485,00188973,화일약품,61250
1580,00166500,화천기계,10660
2651,00166519,화천기공,850
2559,00166573,환인제약,16580
176,00218575,황금에스티,32560
429,00117188,효성,4800
1987,00414850,효성 ITX,94280
142,00367385,효성오앤비,97870
2203,01316245,효성중공업,298040
1081,01316254,효성첨단소재,298050
572,01316227,효성티앤씨,298020
593,01316236,효성화학,298000
1632,00595191,후성,93370
1314,00195229,휠라홀딩스,81660
1964,01251577,휴네시온,290270
32,00111421,휴니드테크놀러지스,5870
2522,01453670,휴럼,353190
1534,00623184,휴림네트웍스,192410
684,00540429,휴림로봇,90710
1568,00230814,휴림에이텍,78590
1554,01042979,휴마시스,205470
1122,00787057,휴맥스,115160
475,00219440,휴맥스홀딩스,28080
2655,00861997,휴먼테크놀로지,175140
2574,00614478,휴메딕스,200670
2089,00362238,휴비스,79980
999,00398668,휴비츠,65510
1118,01063884,휴센텍,215090
820,00156488,휴스틸,5010
798,01185566,휴엠앤씨,263920
2593,01159853,휴온스,243070
420,00228059,휴온스글로벌,84110
2137,00888347,휴젤,145020
646,00167004,흥구석유,24060
1089,00167031,흥국,10240
1503,00916516,흥국에프엔비,189980
2663,00103176,흥국화재,540
1663,00167208,흥아해운,3280
1461,00236863,희림,37440
70,00556712,힘스,238490
